Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date,Custom field (Patch Info)
Bug,HDFS-14274,13215400,EC: NPE While Listing EC Policy For A Directory Following Replication Policy.,ayushtkn,SouryakantaDwivedy,Major,Resolved,Fixed,13/Feb/19 05:31,13/Feb/19 18:05,,
Bug,SPARK-26865,13215381,DataSourceV2Strategy should push normalized filters,dongjoon,cloud_fan,Major,Resolved,Fixed,13/Feb/19 03:03,14/Feb/19 00:08,,
Bug,HDFS-14273,13215378,Fix checkstyle issues in BlockLocation's method javadoc,shwetayakkali,shwetayakkali,Trivial,Resolved,Fixed,13/Feb/19 02:39,21/Feb/19 00:17,,
Bug,MESOS-9568,13215368,SLRP does not clean up mount directories for destroyed MOUNT disks.,chhsia0,chhsia0,Major,Resolved,Fixed,13/Feb/19 01:37,01/Apr/19 10:45,,
Bug,HDFS-14272,13215365,[SBN read] ObserverReadProxyProvider should sync with active txnID on startup,xkrogen,weichiu,Major,Resolved,Fixed,13/Feb/19 01:22,15/Dec/20 21:02,,
Bug,SPARK-26864,13215363,Query may return incorrect result when python udf is used as a join condition and the udf uses attributes from both legs of left semi join.,dkbiswal,dkbiswal,Major,Resolved,Fixed,13/Feb/19 01:12,17/Jul/19 00:56,,
Bug,HIVE-21254,13215357,Pre-upgrade tool should handle exceptions and skip db/tables,prasanth_j,prasanth_j,Major,Resolved,Fixed,12/Feb/19 23:59,20/Feb/19 07:06,,
Bug,KAFKA-7921,13215293,Instable KafkaStreamsTest,,mjsax,Critical,Resolved,Fixed,12/Feb/19 17:38,27/Sep/19 19:09,,
Bug,CASSANDRA-15019,13215274,Repaired data tracking isn't working for range queries,samt,samt,Normal,Resolved,Fixed,12/Feb/19 15:23,15/May/20 08:00,,
Bug,FLINK-11585,13215264,Prefix matching in ConfigDocsGenerator can result in wrong assignments,chesnay,chesnay,Major,Closed,Fixed,12/Feb/19 14:52,13/Feb/19 09:47,,
Bug,IGNITE-11299,13215261,During SSL Handshake GridNioServer.processWrite is invoked constantly,ilyak,ilyak,Blocker,Resolved,Fixed,12/Feb/19 14:40,11/Jun/19 15:47,,
Bug,IGNITE-11298,13215260,TcpCommunicationSpi does not support TLSv1.3,VitaliyB,ilyak,Major,Resolved,Fixed,12/Feb/19 14:39,05/May/21 09:56,,
Bug,FLINK-11584,13215246,ConfigDocsCompletenessITCase fails DescriptionBuilder#linebreak() is used,chesnay,NicoK,Major,Closed,Fixed,12/Feb/19 13:16,12/Feb/19 15:07,,
Bug,HBASE-21878,13215215,[hbase-connectors] Fix hbase-checkstyle version reference,psomogyi,psomogyi,Critical,Resolved,Fixed,12/Feb/19 11:36,12/Feb/19 16:29,,
Bug,SPARK-26859,13215208,Fix field writer index bug in non-vectorized ORC deserializer,ivan.vergiliev,ivan.vergiliev,Major,Resolved,Fixed,12/Feb/19 10:47,08/Aug/19 21:56,,
Bug,FLINK-11583,13215201,ConfigOptions cannot have fallback and deprecated keys at the same time,chesnay,chesnay,Major,Closed,Fixed,12/Feb/19 10:09,13/Feb/19 14:54,,
Bug,CASSANDRA-15018,13215160,Clean up SSL Cert reloading,djoshi,djoshi,Low,Resolved,Fixed,12/Feb/19 06:05,15/May/20 08:03,,
Bug,HIVE-21250,13215159,NPE in HiveProtoLoggingHook for eventPerFile mode.,harishjp,harishjp,Critical,Resolved,Fixed,12/Feb/19 06:04,13/Feb/19 06:20,,
Bug,KAFKA-7920,13215133,Do not permit zstd use until inter.broker.protocol.version is updated to 2.1,dongjin,hachikuji,Blocker,Resolved,Fixed,12/Feb/19 02:02,20/Feb/19 17:06,,
Bug,MESOS-9564,13215130,Logrotate container logger lets tasks execute arbitrary commands in the Mesos agent's namespace,abudnik,kaysoky,Critical,Resolved,Fixed,12/Feb/19 01:19,25/Mar/19 22:50,,
Bug,KAFKA-7915,13215031,SASL authentication failures may return sensitive data to client,rsivaram,rsivaram,Critical,Resolved,Fixed,11/Feb/19 15:32,11/Feb/19 22:36,,
Bug,IGNITE-11293,13215023,NPE in TcpCommunicationSpi,ibessonov,ibessonov,Major,Resolved,Fixed,11/Feb/19 15:03,12/Feb/19 13:02,,
Bug,HIVE-21239,13215014,Beeline help LDAP connection example incorrect,zchovan,zherczeg,Major,Resolved,Fixed,11/Feb/19 14:53,15/Feb/19 12:06,,
Bug,CAMEL-13179,13215004,camel-linkedin - IllegalArgumentException: Error authorizing application during linkedin authentication,acosentino,jondruse,Major,Resolved,Fixed,11/Feb/19 13:59,12/Feb/19 14:35,,
Bug,IGNITE-11288,13214971,TcpDiscovery locks forever on SSLSocket.close().,voropava,voropava,Critical,Resolved,Fixed,11/Feb/19 11:38,13/Feb/19 11:05,,
Bug,HDFS-14266,13214966,EC : Fsck -blockId shows null for EC Blocks if One Block Is Not Available.,ayushtkn,Harsha1206,Major,Resolved,Fixed,11/Feb/19 11:27,15/Nov/19 05:46,,
Bug,HIVE-21238,13214930,Fix Surrogate Key issue,mgergely,mgergely,Major,Resolved,Fixed,11/Feb/19 07:25,12/Feb/19 19:36,,
Bug,IGNITE-11282,13214865,NullPointerException if transaction enabled and using byte[] for key/value,iakkuratov,zcourts,Blocker,Resolved,Fixed,10/Feb/19 13:24,16/Nov/20 15:31,,
Bug,HBASE-21866,13214833,Do not move the table to null rsgroup when creating an existing table,xiangli,xiangli,Major,Resolved,Fixed,10/Feb/19 05:55,04/Mar/19 18:44,,
Bug,HDFS-14263,13214803,Remove unnecessary block file exists check from FsDatasetImpl#getBlockInputStream(),surendralilhore,surendralilhore,Major,Resolved,Fixed,09/Feb/19 18:05,16/Apr/21 07:18,,
Bug,IGNITE-11276,13214781,Cache (Restarts) 1 flaky tests NPE at GridDhtPartitionsExchangeFuture.topologyVersion,agoncharuk,mstepachev,Critical,Resolved,Fixed,09/Feb/19 10:07,11/Feb/19 09:55,,
Bug,KAFKA-7912,13214767,In-memory key-value store does not support concurrent access ,ableegoldman,ableegoldman,Major,Resolved,Fixed,09/Feb/19 03:07,15/May/20 16:40,,
Bug,HBASE-21862,13214734,IPCUtil.wrapException should keep the original exception types for all the connection exceptions,sershe,sershe,Blocker,Resolved,Fixed,08/Feb/19 22:45,12/Feb/19 19:03,,
Bug,HIVE-21236,13214707,SharedWorkOptimizer should check table properties,jcamachorodriguez,jcamachorodriguez,Major,Closed,Fixed,08/Feb/19 20:37,26/Aug/19 21:21,,
Bug,HIVE-21235,13214701,LLAP: make the name of log4j2 properties file configurable,prasanth_j,prasanth_j,Major,Resolved,Fixed,08/Feb/19 19:43,12/Feb/19 08:21,,
Bug,SPARK-26851,13214695,CachedRDDBuilder only partially implements double-checked locking,bersprockets,bersprockets,Minor,Resolved,Fixed,08/Feb/19 18:52,22/Feb/19 06:29,,
Bug,CAMEL-13176,13214646,camel yammer component is accessing non-existent page,davsclaus,rnetuka,Major,Resolved,Fixed,08/Feb/19 15:19,11/Feb/19 06:04,,
Bug,IGNITE-11266,13214604,Platform .NET test failed with Java 11 warning,ptupitsyn,dpavlov,Major,Resolved,Fixed,08/Feb/19 12:48,20/Feb/19 07:51,,
Bug,IGNITE-11265,13214601,Node stop causes JVM Crashes in page memory,EdShangGG,dpavlov,Critical,Resolved,Fixed,08/Feb/19 12:28,11/Jun/19 15:47,,
Bug,GROOVY-8984,13214594,Can assign Collection with super wildcard to Array,emilles,daniilo,Major,Closed,Fixed,08/Feb/19 12:06,02/May/21 09:18,,
Bug,GROOVY-8983,13214590,Cannot assign Collection to Array,emilles,daniilo,Major,Closed,Fixed,08/Feb/19 11:42,02/May/21 09:18,,
Bug,FLINK-11553,13214582,DispatcherHATest.testFailingRecoveryIsAFatalError fails locally with @Nonnull check,azagrebin,azagrebin,Major,Resolved,Fixed,08/Feb/19 10:59,08/Feb/19 21:07,,
Bug,IGNITE-11261,13214576,[ML] Flaky test(testNaiveBaggingLogRegression),chief,chief,Major,Resolved,Fixed,08/Feb/19 10:50,17/Dec/19 14:49,,
Bug,KAFKA-7909,13214563,Ensure timely rebalance completion after pending members rejoin or fail,wicknicks,wicknicks,Blocker,Resolved,Fixed,08/Feb/19 09:27,20/Feb/19 00:19,,
Bug,CAMEL-13171,13214556,camel-restdsl-swagger xml generation can't find required method allowableValues(String),davsclaus,davsclaus,Minor,Resolved,Fixed,08/Feb/19 08:50,15/Feb/19 08:06,,
Bug,IGNITE-11255,13214538,Fix test failure after IGNITE-7648.,voropava,voropava,Major,Resolved,Fixed,08/Feb/19 08:08,22/Feb/19 13:20,,
Bug,HIVE-21233,13214515,ACID: Make validate_acid_sort_order() Stateful UDF,gopalv,gopalv,Trivial,Resolved,Fixed,08/Feb/19 04:14,08/Feb/19 21:39,,
Bug,HIVE-21232,13214511,LLAP: Add a cache-miss friendly split affinity provider,gopalv,gopalv,Major,Resolved,Fixed,08/Feb/19 02:51,03/Jul/19 09:45,,
Bug,IGNITE-11253,13214488,"When a node that is not part of the baseline topology joins the cluster, it may lead to a node failure.",slava.koptilin,slava.koptilin,Major,Resolved,Fixed,07/Feb/19 23:00,12/Mar/19 15:41,,
Bug,CASSANDRA-15015,13214479,Cassandra metrics documentation is not correct for Hint_delays metric,anupshirolkar,anupshirolkar,Low,Resolved,Fixed,07/Feb/19 22:23,15/May/20 08:02,,
Bug,IGNITE-11251,13214447,SQL: getMoreResults() infinitely reports about update operation on zeroCursor,alapin,pkouznet,Major,Resolved,Fixed,07/Feb/19 19:42,18/Apr/19 16:05,,
Bug,CASSANDRA-15014,13214436,Unit tests failure on trunk,ifesdjeen,djoshi,Normal,Resolved,Fixed,07/Feb/19 19:05,15/May/20 08:00,,
Bug,CASSANDRA-15013,13214422,Prevent client requests from blocking on executor task queue,sumanth.pasupuleti,sumanth.pasupuleti,Normal,Resolved,Fixed,07/Feb/19 17:22,03/Sep/20 13:16,,
Bug,HBASE-21854,13214409,Race condition in TestProcedureSkipPersistence ,psomogyi,psomogyi,Minor,Resolved,Fixed,07/Feb/19 15:53,13/Feb/19 03:33,,
Bug,IGNITE-11247,13214385,MVCC: Tests has been forgotten to unmute.,amashenkov,amashenkov,Major,Resolved,Fixed,07/Feb/19 14:30,11/Mar/19 06:30,,
Bug,KAFKA-7908,13214374,retention.ms and message.timestamp.difference.max.ms are tied,,cpascu,Minor,Resolved,Fixed,07/Feb/19 13:47,10/Nov/20 05:04,,
Bug,AMQ-7149,13214360,activemq-client using HTTP transport requires Stomp,jbonofre,brunobat,Major,Resolved,Fixed,07/Feb/19 12:53,24/Mar/21 10:38,,Patch Available
Bug,CAMEL-13168,13214343,Underlying File for StreamCache gets deleted too early with direct-vm,siano,siano,Minor,Resolved,Fixed,07/Feb/19 10:42,07/Feb/19 13:42,,
Bug,IGNITE-11243,13214339,Not working control.sh / control.bat in master NPE in output,macrergate,ARomantsov,Blocker,Resolved,Fixed,07/Feb/19 10:16,19/Feb/19 13:33,,
Bug,FLINK-11547,13214328,JsonMappingException in DynamoDBStreamsSchema,tinder-dthomson,tinder-dthomson,Major,Resolved,Fixed,07/Feb/19 09:24,24/Jul/20 16:28,,
Bug,IGNITE-11241,13214320,[ML] blas NoClassDefFoundError exception,aplatonov,aplatonov,Major,Resolved,Fixed,07/Feb/19 08:40,14/Jan/20 10:22,,
Bug,MESOS-9560,13214316,ContentType/AgentAPITest.MarkResourceProviderGone/1 is flaky,bbannier,bbannier,Critical,Resolved,Fixed,07/Feb/19 07:25,13/Aug/19 14:56,,
Bug,CAMEL-13167,13214314,FileMEPInOutTest fails on case sensitive filesystem,acosentino,tapiiron,Major,Resolved,Fixed,07/Feb/19 06:56,01/Mar/19 13:25,,Patch Available
Bug,SPARK-26840,13214302,Avoid cost-based join reorder in presence of join hints,maryannxue,maryannxue,Minor,Resolved,Fixed,07/Feb/19 03:49,15/Feb/19 00:59,,
Bug,HIVE-21227,13214299,HIVE-20776 causes view access regression,linaataustin,linaataustin,Major,Resolved,Fixed,07/Feb/19 02:42,08/Feb/19 15:20,,
Bug,CAMEL-13166,13214281,ArrayBlockingQueueFactory ignores capacity argument,acosentino,bedla,Minor,Resolved,Fixed,06/Feb/19 23:56,07/Feb/19 08:30,,Patch Available
Bug,MESOS-9559,13214262,OPERATION_UNREACHABLE and OPERATION_GONE_BY_OPERATOR updates don't include the agent/RP IDs,gkleiman,gkleiman,Major,Resolved,Fixed,06/Feb/19 21:57,12/Feb/19 05:59,,
Bug,MESOS-9557,13214218,Operations are leaked in Framework struct when agents are removed,kaysoky,greggomann,Major,Resolved,Fixed,06/Feb/19 18:12,13/Feb/19 22:47,,
Bug,FLINK-11542,13214194,Missing configuration sections since 1.5 docs,chesnay,NicoK,Major,Closed,Fixed,06/Feb/19 16:06,07/Mar/19 08:42,,
Bug,FLINK-11541,13214182,Heavy deployment E2E test failed on Travis,srichter,chesnay,Blocker,Closed,Fixed,06/Feb/19 15:30,22/Feb/19 17:19,,
Bug,KAFKA-7902,13214181,SASL/OAUTHBEARER can become unable to connect: javax.security.sasl.SaslException: Unable to find OAuth Bearer token in Subject's private credentials (size=2) ,rndgstn,rndgstn,Major,Resolved,Fixed,06/Feb/19 15:30,07/Feb/19 18:15,,
Bug,SPARK-26836,13214170,Columns get switched in Spark SQL using Avro backed Hive table if schema evolves,attilapiros,treff7es,Critical,Resolved,Fixed,06/Feb/19 14:54,05/Feb/21 18:56,,
Bug,IGNITE-11233,13214141,"Ignite Build for Java 11 does not reuse ignite-tools from Build Apache Ignite for some configurations, Compilation error",vveider,dpavlov,Critical,Resolved,Fixed,06/Feb/19 11:57,11/Jun/19 15:47,,
Bug,IGNITE-11232,13214139,"[ML] Random Forest, NodeId exception (Failed to serialize object)",aplatonov,aplatonov,Major,Resolved,Fixed,06/Feb/19 11:56,14/Jan/20 10:21,,
Bug,FLINK-11537,13214119,ExecutionGraph does not reach terminal state when JobMaster lost leadership,trohrmann,trohrmann,Blocker,Closed,Fixed,06/Feb/19 09:45,09/Apr/20 16:32,,
Bug,IGNITE-11220,13214077,Web console: NPE in web agent in case of using SSL and trust manager is not set,kuaw26,pkonstantinov,Major,Closed,Fixed,06/Feb/19 06:00,06/Aug/20 04:37,,
Bug,HIVE-21223,13214066,CachedStore returns null partition when partition does not exist,prasanth_j,prasanth_j,Major,Resolved,Fixed,06/Feb/19 03:00,12/Feb/19 08:19,,
Bug,IGNITE-11219,13214060,CREATE TABLE with template doesn't work properly with data inserted from KV API,Maxim.Pudov,ezhuravl,Critical,Resolved,Fixed,06/Feb/19 02:06,07/Feb/19 12:40,,
Bug,HIVE-21222,13214041,ACID: When there are no delete deltas skip finding min max keys,prasanth_j,prasanth_j,Major,Resolved,Fixed,05/Feb/19 23:46,12/Feb/19 08:25,,
Bug,MESOS-9555,13214028,Allocator CHECK failure: reservationScalarQuantities.contains(role).,bmahler,fluxx,Critical,Resolved,Fixed,05/Feb/19 22:26,15/Feb/19 17:12,,
Bug,HBASE-21848,13213997,Fix tests in TestRegionLocationCaching ,xucang,xucang,Minor,Resolved,Fixed,05/Feb/19 19:00,06/Feb/19 00:38,,
Bug,MESOS-9554,13213965,Allocator might skip allocations because a single framework is incapable of receiving certain resources.,bmahler,bbannier,Major,Resolved,Fixed,05/Feb/19 16:33,13/Feb/19 19:51,,
Bug,IGNITE-11215,13213951,MVCC: JVM crash in MVCC PDS 1 suite,amashenkov,rkondakov,Critical,Resolved,Fixed,05/Feb/19 15:55,18/Mar/19 17:17,,
Bug,HIVE-21218,13213949,KafkaSerDe doesn't support topics created via Confluent Avro serializer,mcginnda,milan.baran,Major,Resolved,Fixed,05/Feb/19 15:45,18/Jun/20 04:48,,
Bug,IGNITE-11213,13213945, A number of suites failed because of maven-surefire-plugin NPE for Java 11 build,dpavlov,dpavlov,Major,Resolved,Fixed,05/Feb/19 15:37,15/Feb/19 11:26,,
Bug,CAMEL-13162,13213942,Unknown parameter issue on weaving from-with on a REST-DSL route,dmvolod,Rovo,Minor,Resolved,Fixed,05/Feb/19 15:34,19/Mar/19 09:35,,
Bug,FLINK-11535,13213922,SQL Client jar does not contain table-api-java,twalthr,twalthr,Major,Closed,Fixed,05/Feb/19 14:34,06/Feb/19 09:48,,
Bug,CASSANDRA-15008,13213896,NamedThreadLocalFactory unnecessarily wraps runnable into thread local deallocator ,ifesdjeen,ifesdjeen,Low,Resolved,Fixed,05/Feb/19 13:06,31/May/19 17:19,,
Bug,IGNITE-11204,13213889,Merged partitions exchange future ignores NODE_LEFT/FAILED events for merged exchanges,agoncharuk,agoncharuk,Critical,Resolved,Fixed,05/Feb/19 12:29,11/Apr/19 17:17,,
Bug,CASSANDRA-15007,13213878,Incorrect rf validation in SimpleStrategy,djoshi,Apozyan,Low,Resolved,Fixed,05/Feb/19 11:48,15/May/20 08:05,,
Bug,HIVE-21214,13213848,MoveTask : Use attemptId instead of file size for deduplication of files compareTempOrDuplicateFiles(),djaiswal,djaiswal,Major,Resolved,Fixed,05/Feb/19 08:38,06/Feb/19 16:32,,
Bug,KAFKA-7897,13213819,Invalid use of epoch cache with old message format versions,hachikuji,hachikuji,Blocker,Resolved,Fixed,05/Feb/19 01:19,09/Apr/19 22:40,,
Bug,HIVE-21212,13213769,LLAP: shuffle port config uses internal configuration,prasanth_j,prasanth_j,Major,Resolved,Fixed,04/Feb/19 19:41,12/Feb/19 08:38,,
Bug,SPARK-26824,13213729,Streaming queries may store checkpoint data in a wrong directory,zsxwing,zsxwing,Major,Resolved,Fixed,04/Feb/19 17:51,25/Feb/19 08:59,,
Bug,HBASE-21843,13213708,RegionGroupingProvider breaks the meta wal file name pattern which may cause data loss for meta region,wchevreuil,wchevreuil,Blocker,Resolved,Fixed,04/Feb/19 15:29,28/Aug/19 05:50,,
Bug,IGNITE-11196,13213700,A number of suites failed because of maven-enforcer-plugin failure for Java 11 build,vveider,dpavlov,Major,Closed,Fixed,04/Feb/19 14:58,28/Jul/20 09:22,,
Bug,IGNITE-11195,13213698,Platform C++ tests failed to find JVM for Java 11 build,isapego,dpavlov,Major,Resolved,Fixed,04/Feb/19 14:45,19/Nov/20 15:58,,
Bug,GROOVY-8978,13213695,NPE when accessing protected method from subclass clone,paulk,pablo72,Major,Closed,Fixed,04/Feb/19 14:21,20/May/19 07:31,,
Bug,IGNITE-11193,13213691,MVCC TX: the query with specified explicit patririons fails,gvvinblade,tledkov-gridgain,Major,Resolved,Fixed,04/Feb/19 13:33,08/Feb/19 09:13,,
Bug,IGNITE-11191,13213685,Fix Hibernate 5.3 integration by providing JAXB & RMI dependencies,dpavlov,dpavlov,Major,Resolved,Fixed,04/Feb/19 13:13,22/Mar/19 11:20,,
Bug,HIVE-21206,13213628,Bootstrap replication is slow as it opens lot of metastore connections.,sankarh,sankarh,Major,Resolved,Fixed,04/Feb/19 06:01,12/Feb/19 06:55,,
Bug,HBASE-21840,13213624,TestHRegionWithInMemoryFlush fails with NPE,zhangduo,zhangduo,Blocker,Resolved,Fixed,04/Feb/19 04:58,05/Feb/19 02:26,,
Bug,ZEPPELIN-3986,13213557,Cannot access any JAR in yarn cluster mode,zjffdu,maziyar,Major,Closed,Fixed,03/Feb/19 11:24,29/Sep/19 08:40,,
Bug,CAMEL-13154,13213519,camel-example-spring-boot-master running error,njiang,njiang,Minor,Resolved,Fixed,03/Feb/19 01:25,03/Feb/19 09:08,,
Bug,KAFKA-7896,13213513,Add some Log4J Kafka Properties for Producing to Secured Brokers,rohanpd,rohanpd,Major,Resolved,Fixed,03/Feb/19 00:17,12/Feb/19 04:06,,
Bug,KAFKA-7895,13213510,Ktable supress operator emitting more than one record for the same key per window,vvcephei,prasanthi13,Blocker,Resolved,Fixed,02/Feb/19 22:15,06/Nov/19 21:13,,
Bug,SPARK-26818,13213488,Make MLEvents JSON ser/de safe,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,02/Feb/19 15:08,03/Feb/19 13:23,,
Bug,SPARK-26812,13213441,PushProjectionThroughUnion nullability issue,mgaido,bograd,Major,Resolved,Fixed,02/Feb/19 01:43,02/Mar/20 20:20,,
Bug,MESOS-9549,13213421,nvidia/cuda 10 does not work on GPU isolator.,chhsia0,jieyu,Critical,Resolved,Fixed,01/Feb/19 22:44,22/Mar/19 19:48,,
Bug,IGNITE-11177,13213332,"IGNITE.NODE_METRICS view fails with ""Cannot parse ""TIME"" constant"" > 24h",pkouznet,ilyak,Major,Resolved,Fixed,01/Feb/19 14:32,15/Feb/19 09:08,,
Bug,CAMEL-13152,13213318,Camel-JBPM KIE-Server extension should use KJAR project classloaded in deployment-scoped CamelContext,swiderski.maciej,mccloud,Major,Resolved,Fixed,01/Feb/19 14:05,06/Feb/19 10:54,,
Bug,HIVE-21200,13213315,Vectorization: date column throwing java.lang.UnsupportedOperationException for parquet,adrian-wang,vpnvishv,Major,Resolved,Fixed,01/Feb/19 13:56,16/May/21 15:49,,
Bug,IGNITE-11171,13213279,Assertion on tx preparing,ascherbakov,ascherbakov,Major,Resolved,Fixed,01/Feb/19 10:15,23/Mar/19 21:56,,
Bug,IGNITE-11168,13213262,.NET: changing TxTimeoutOnPartitionMapExchange has no effect,ivandasch,Pavlukhin,Major,Resolved,Fixed,01/Feb/19 08:49,10/Oct/19 13:11,,
Bug,IGNITE-11166,13213243,"Web Agent: Host name verifier should be disabled in case of ""-Dtrust.all=true"".",kuaw26,kuaw26,Critical,Closed,Fixed,01/Feb/19 06:46,17/Jun/20 05:05,,
Bug,CASSANDRA-15004,13213220,Anti-compaction briefly corrupts sstable state for reads,benedict,bdeggleston,Urgent,Resolved,Fixed,01/Feb/19 01:33,15/May/20 08:04,,
Bug,SPARK-26806,13213211,"EventTimeStats.merge doesn't handle ""zero.merge(zero)"" correctly",zsxwing,lian cheng,Major,Resolved,Fixed,01/Feb/19 00:00,10/Oct/19 23:24,,
Bug,SPARK-27907,13236951,HiveUDAF should return NULL in case of 0 rows,ajithshetty,ajithshetty,Blocker,Resolved,Fixed,31/May/19 19:08,02/Mar/20 21:18,,
Bug,KAFKA-8457,13236898,Remove Log dependency from Replica,vikasconfluent,vikasconfluent,Major,Resolved,Fixed,31/May/19 15:59,17/Jun/19 16:31,,
Bug,KAFKA-8456,13236894,Flaky Test  StoreUpgradeIntegrationTest#shouldMigratePersistentWindowStoreToTimestampedWindowStoreUsingPapi,mjsax,bchen225242,Major,Resolved,Fixed,31/May/19 15:31,01/Aug/19 18:31,,
Bug,IGNITE-11888,13236861,CacheContinuousQueryAsyncFailoverAtomicSelfTest.testFailoverStartStopBackup fails on GG TC,Pavlukhin,Pavlukhin,Major,Resolved,Fixed,31/May/19 13:43,10/Oct/19 13:11,,
Bug,SPARK-27896,13236827,Fix definition of clustering silhouette coefficient for 1-element clusters,srowen,srowen,Minor,Resolved,Fixed,31/May/19 12:21,02/Jun/19 18:50,,
Bug,IGNITE-11882,13236812,Bugs related to SPI & tests fixes,ibessonov,ibessonov,Major,Resolved,Fixed,31/May/19 10:53,03/Jun/19 10:54,,
Bug,KAFKA-8454,13236804,Add Java AdminClient interface,BigAndy,BigAndy,Minor,Resolved,Fixed,31/May/19 10:22,12/Aug/19 08:33,,
Bug,HBASE-22513,13236798,Admin#getQuota does not work correctly if exceedThrottleQuota is set,meiyi,meiyi,Major,Resolved,Fixed,31/May/19 10:05,03/Jun/19 14:42,,
Bug,FLINK-12689,13236783,flink-dist is missing flink-azure-fs-hadoop dependency,gjy,gjy,Blocker,Resolved,Fixed,31/May/19 08:15,11/Jul/19 09:48,,
Bug,HDFS-14527,13236782,Stop all DataNodes may result in NN terminate,hexiaoqiao,hexiaoqiao,Major,Resolved,Fixed,31/May/19 08:06,04/Oct/19 00:57,,
Bug,HIVE-21811,13236762,Load data into partitioned table throws NPE if DB is enabled for replication.,sankarh,sankarh,Major,Resolved,Fixed,31/May/19 06:11,19/Jun/19 03:18,,
Bug,FLINK-12688,13236753,Make serializer lazy initialization thread safe in StateDescriptor,liyu,liyu,Blocker,Closed,Fixed,31/May/19 04:47,03/Sep/19 12:52,,
Bug,HIVE-21809,13236571,Backport HIVE-21786 to branch-2.3,gates,gates,Major,Closed,Fixed,30/May/19 19:20,23/Aug/19 20:53,,
Bug,HIVE-21808,13236570,Backport HIVE-21786 to branch-3.1,gates,gates,Major,Closed,Fixed,30/May/19 19:19,26/Aug/19 21:21,,
Bug,CASSANDRA-15146,13236564,Transitional TLS server configuration options are overly complex,e.dimitrova,jolynch,Normal,Resolved,Fixed,30/May/19 18:39,21/Dec/20 08:04,,
Bug,HBASE-22510,13236552,Address findbugs/spotbugs complaints (branch-1) ,apurtell,apurtell,Major,Resolved,Fixed,30/May/19 17:51,03/Jun/19 21:41,,
Bug,HBASE-22509,13236550,Address findbugs/spotbugs complaints (branch-1.4) ,apurtell,apurtell,Major,Resolved,Fixed,30/May/19 17:48,03/Jun/19 22:34,,
Bug,HBASE-22508,13236549,Address findbugs/spotbugs complaints (branch-1.3) ,apurtell,apurtell,Major,Resolved,Fixed,30/May/19 17:47,01/Jun/19 02:59,,
Bug,GROOVY-9153,13236536,StaticInvocationWriter modifies shared global node ConstantExpression.NULL,daniel_sun,emilles,Major,Closed,Fixed,30/May/19 16:43,06/Aug/19 11:19,,
Bug,KAFKA-8449,13236515,Restart task on reconfiguration under incremental cooperative rebalancing,kkonstantine,kkonstantine,Blocker,Resolved,Fixed,30/May/19 15:09,04/Jun/19 22:14,,
Bug,KAFKA-8448,13236509,Too many kafka.log.Log instances (Memory Leak),jolshan,juan.olivares,Major,Resolved,Fixed,30/May/19 14:25,18/Jun/19 19:50,,
Bug,HIVE-21806,13236496,Renaming a table to another db does not handle Impala stats in partitoned tables,thejas,csringhofer,Major,Resolved,Fixed,30/May/19 13:51,20/Mar/20 19:22,,
Bug,IGNITE-11878,13236467,Rebuild index skips MOVING partitions when historical re balance,mstepachev,mstepachev,Major,Resolved,Fixed,30/May/19 12:02,19/Jun/19 09:08,,
Bug,HBASE-22503,13236421,Failed to upgrade to 2.2+ as the global permission which storaged in zk is not right ,zghao,zghao,Blocker,Resolved,Fixed,30/May/19 07:50,31/May/19 10:35,,
Bug,HBASE-22502,13236417,Purge the logs when we reach the EOF for the last wal file when replication,zhangduo,zhangduo,Major,Resolved,Fixed,30/May/19 07:02,22/Oct/19 04:16,,
Bug,MESOS-9803,13236392,Memory leak caused by an infinite chain of futures in `UriDiskProfileAdaptor`.,chhsia0,chhsia0,Blocker,Resolved,Fixed,30/May/19 03:06,31/Jul/19 16:59,,
Bug,AMQ-7219,13236391,ActiveMQ replays journal file on a clean/unclean shutdown with transacted session + Non persistent Messages,gtully,alanprot,Major,Resolved,Fixed,30/May/19 03:00,31/May/19 17:14,,
Bug,HIVE-21805,13236387,HiveServer2: Use the fast ShutdownHookManager APIs,gopalv,gopalv,Major,Resolved,Fixed,30/May/19 02:35,08/Jun/19 04:24,,
Bug,KAFKA-8446,13236369,Kafka Streams restoration crashes with NPE when the record value is null,bchen225242,bchen225242,Blocker,Resolved,Fixed,29/May/19 23:52,04/Jun/19 04:34,,
Bug,GROOVY-9151,13236358,Default Arguments: reference to another defaulted parameter causes run-time errors,emilles,emilles,Major,Closed,Fixed,29/May/19 22:47,18/May/21 19:27,,
Bug,AMQ-7218,13236338,STOMP: V1.2 client that acks inside a TX can lose ability to ack after TX abort,tabish,tabish,Major,Resolved,Fixed,29/May/19 21:13,30/May/19 14:47,,
Bug,SPARK-27873,13236330,"Csv reader, adding a corrupt record column causes error if enforceSchema=false",viirya,mejran,Major,Resolved,Fixed,29/May/19 20:16,04/Jun/19 08:31,,
Bug,HDFS-14521,13236306,Suppress setReplication logging.,kihwal,kihwal,Major,Resolved,Fixed,29/May/19 18:51,30/May/19 22:56,,
